p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
ITM2B 2.53666734292509e-10 2.65260517686421 0.848 0.712 6.36196169605612e-07 0 ITM2B
STK38 3.11453497696812e-10 1.6291435959429 0.6 0.448 7.81125372223604e-07 0 STK38
SLC9A3R1 3.48795372898097e-10 1.33751713852228 0.731 0.571 8.74778795228428e-07 0 SLC9A3R1
LAIR1 4.96721080238709e-10 0.682976246219799 0.288 0.146 1.24577646923868e-06 0 LAIR1
DENND2D 6.69975962027211e-10 0.63949225499508 0.514 0.341 1.68029971276425e-06 0 DENND2D
PRKY 1.29948564121817e-09 0.290550301424999 0.574 0.406 3.25910998817516e-06 0 PRKY
TFDP2 1.85662557345118e-09 0.301607443596613 0.474 0.313 4.65641693821555e-06 0 TFDP2
PITPNC1 1.88000563930114e-09 0.279832107738441 0.533 0.373 4.71505414336726e-06 0 PITPNC1
RBL2 2.14092705177741e-09 1.03276972751295 0.538 0.38 5.36944504585774e-06 0 RBL2
TTC39B 2.83042497327169e-09 0.475606506192619 0.348 0.202 7.0987058329654e-06 0 TTC39B
STK10 3.35495063585844e-09 1.2215819232466 0.583 0.417 8.41421619473296e-06 0 STK10
STOM 1.28199812434757e-08 0.842702032959231 0.407 0.256 3.21525129586371e-05 0 STOM
SYK 1.74725640119356e-08 0.742883369167057 0.269 0.146 4.38211905419345e-05 0 SYK
ZAP70 2.23272345882256e-08 0.909881804371352 0.529 0.386 5.59967043472697e-05 0 ZAP70
FAM8A1 2.54743383376729e-08 0.777767047749568 0.286 0.16 6.38896405508836e-05 0 FAM8A1
EPB41 2.97522629139002e-08 1.44371848897489 0.705 0.563 7.46186753880618e-05 0 EPB41
MINDY2 3.71011273419062e-08 0.701867605483978 0.369 0.225 9.30496273735008e-05 0 MINDY2
RNPEPL1 4.95142159215887e-08 1.13756979026957 0.533 0.387 0.000124181653531344 0 RNPEPL1
LBH 6.26800701939254e-08 0.86098641238644 0.433 0.29 0.000157201616046365 0 LBH
SLC6A6 6.42138159003563e-08 0.74482564616554 0.457 0.319 0.000161048250278094 0 SLC6A6
FLI1 6.85627638608773e-08 0.397370605730079 0.283 0.158 0.00017195541176308 0 FLI1
AUTS2 7.19122452792116e-08 0.293404853453591 0.49 0.348 0.000180355911160263 0 AUTS2
ATXN7 7.89306980518044e-08 1.17223178505983 0.445 0.307 0.000197958190713926 0 ATXN7
BTN3A1 8.06837052293988e-08 0.745323584541159 0.443 0.295 0.000202354732715332 0 BTN3A1
SIGIRR 1.05537087657626e-07 0.285837114473251 0.448 0.299 0.000264687015845326 0 SIGIRR
ATM 1.07134833759848e-07 2.05228523097934 0.655 0.504 0.000268694163069699 0 ATM
CERK 1.41862857214501e-07 1.00679035645027 0.407 0.271 0.000355792045893969 0 CERK
DIP2A 1.84221693966163e-07 0.83001644967755 0.407 0.27 0.000462028008467136 0 DIP2A
FGD3 2.32200745574105e-07 1.37878977524956 0.476 0.343 0.000582359469899855 0 FGD3
GZMM 2.36205334476451e-07 3.44446372339872 0.8 0.659 0.000592402978866939 0 GZMM
TXK 2.89907436972923e-07 0.670308771909885 0.455 0.319 0.000727087851928091 0 TXK
AC008875.3 5.26305426998305e-07 2.20865628207998 0.662 0.532 0.00131997401091175 0 AC008875.3
INPP4A 5.34780555884595e-07 0.295023345149315 0.321 0.199 0.00134122963415856 0 INPP4A
TRAPPC10 6.92769389373028e-07 1.5589393131428 0.671 0.534 0.00173746562854756 0 TRAPPC10
PIK3IP1 8.60441615395553e-07 0.463539978870592 0.64 0.493 0.00215798757141205 0 PIK3IP1
PPP2R5C 1.18542043744724e-06 0.767357675038336 0.545 0.414 0.00297303445711768 0 PPP2R5C
LRP10 1.50715882834346e-06 0.783701721476464 0.402 0.28 0.0037799543414854 0 LRP10
GIMAP6 1.59675775111778e-06 0.627889708896347 0.45 0.32 0.00400466843980339 0 GIMAP6
DEF6 2.05442341264963e-06 1.86715360757121 0.45 0.331 0.00515249391892528 0 DEF6
DYRK2 2.71965662612499e-06 0.758642485343942 0.614 0.481 0.00682089881832147 0 DYRK2
ARHGAP30 2.88270215430475e-06 0.535965488090504 0.46 0.338 0.00722981700299632 0 ARHGAP30
FAM217B 3.79903833500736e-06 0.580410952911299 0.267 0.162 0.00952798814419846 0 FAM217B
IGF1R 3.91313670986486e-06 0.782394754315923 0.307 0.199 0.00981414686834107 0 IGF1R
AAK1 4.01079899072065e-06 1.25965845664545 0.464 0.355 0.0100590838687274 0 AAK1
PRRC2B 5.47563349341356e-06 0.485492728331671 0.564 0.446 0.0137328888014812 0 PRRC2B
MLLT3 7.99581659503568e-06 1.95363967841783 0.383 0.279 0.0200535080203495 0 MLLT3
HENMT1 1.1445540863061e-05 0.589779725058367 0.307 0.202 0.028705416484557 0 HENMT1
MYBL1 1.35558743051742e-05 1.37685436898928 0.355 0.245 0.0339981327573768 0 MYBL1
ZBP1 1.42860260965173e-05 0.6781142442373 0.345 0.237 0.0358293534500653 0 ZBP1
ABI3 2.09600532969075e-05 0.532259550617691 0.521 0.405 0.0525678136686441 0 ABI3
SIPA1 2.33027440334551e-05 0.880683144797021 0.46 0.343 0.0584432820359054 0 SIPA1
ITGAL 2.51911252785137e-05 0.476746057290108 0.593 0.473 0.0631793421985125 0 ITGAL
ARID5A 3.25285178391443e-05 0.728207283696278 0.498 0.38 0.0815815227405739 0 ARID5A
ARRB2 3.30145525243576e-05 0.377648887434704 0.417 0.305 0.0828004977310889 0 ARRB2
MCTP2 3.39435039940158e-05 0.529243878566909 0.436 0.321 0.0851303080169916 0 MCTP2
SNTB2 3.5535750612482e-05 0.435000462059655 0.302 0.204 0.0891236625361048 0 SNTB2
SAMHD1 3.65849219318501e-05 0.531579107764395 0.364 0.258 0.0917549842050801 0 SAMHD1
VAMP2 3.85968662056692e-05 2.27500441211565 0.779 0.698 0.0968009404438184 0 VAMP2
DBP 4.79456513591749e-05 0.627759279249234 0.31 0.21 0.120247693608811 0 DBP
GLIPR2 4.87499284310942e-05 1.93847001833897 0.598 0.498 0.122264820505184 0 GLIPR2
SLAMF6 6.76420723681683e-05 0.355297108408552 0.3 0.199 0.169646317499366 0 SLAMF6
TMX4 8.73068474533858e-05 0.624754855428034 0.443 0.334 0.218965573413092 0 TMX4
CYTH1 9.80241100526221e-05 1.15905413372057 0.567 0.465 0.245844468011976 0 CYTH1
S1PR5 0.000101003185430545 0.731796862696701 0.533 0.422 0.253315989059806 0 S1PR5
CTDSP2 0.000111805399096593 0.415842333490667 0.36 0.266 0.280407940934254 0 CTDSP2
POLR3GL 0.000145372006237587 0.651990854000863 0.448 0.343 0.364592991643869 0 POLR3GL
JAZF1 0.00016531873137899 0.979856470744926 0.419 0.323 0.414619378298507 0 JAZF1
IL16 0.000254133533866475 0.284844379116244 0.588 0.476 0.63736690293712 0 IL16
APMAP 0.000266145823088729 1.65865273337373 0.748 0.693 0.667493724306533 0 APMAP
TLE1 0.000268542598772902 0.447790543744906 0.271 0.184 0.673504837722438 0 TLE1
PPP1R14B 0.000336943557030661 20.7385629701696 0.519 0.593 0.845054441032898 0 PPP1R14B
BTN3A2 0.00039220559381835 0.909435101301062 0.648 0.564 0.983651629296422 0 BTN3A2
PIP4K2A 0.000419555090311955 0.38323359660309 0.71 0.606 1 0 PIP4K2A
ZBTB37 0.000468734015396894 0.96817748006938 0.319 0.237 1 0 ZBTB37
P2RY8 0.000554578809866704 0.593668312115466 0.264 0.183 1 0 P2RY8
TSHZ1 0.000646814393837815 0.651528569574615 0.279 0.2 1 0 TSHZ1
ZBTB38 0.000677699148748429 0.452800776676156 0.424 0.325 1 0 ZBTB38
ABHD15 0.00108367593113709 0.593027180691566 0.252 0.179 1 0 ABHD15
NCR1 0.00109659172039454 1.04746807194389 0.312 0.233 1 0 NCR1
ABTB1 0.00109707470039432 0.262400345817407 0.345 0.259 1 0 ABTB1
MYLIP 0.00115426998088114 0.665402346622635 0.417 0.321 1 0 MYLIP
ZNF276 0.00124633922300889 0.471638418504854 0.464 0.373 1 0 ZNF276
SMURF2 0.00138512920691847 0.625612084761167 0.424 0.343 1 0 SMURF2
GMCL1 0.00152909977261125 0.363853957544146 0.283 0.207 1 0 GMCL1
CSK 0.00165065257677391 1.28888851094821 0.564 0.466 1 0 CSK
RASSF1 0.00175707478127926 0.87462510615115 0.338 0.264 1 0 RASSF1
MHENCR 0.00191074381813648 0.938554372376047 0.295 0.225 1 0 MHENCR
NMRK1 0.00235524878073429 0.311589246581915 0.393 0.307 1 0 NMRK1
IL10RA 0.00298138163463918 0.275061716825718 0.488 0.388 1 0 IL10RA
VPS13C 0.00321461554752358 2.98983174535822 0.657 0.594 1 0 VPS13C
ADAM8 0.00370263139650205 0.459894122959269 0.545 0.476 1 0 ADAM8
STK17A 0.00407193448095054 0.341183721651704 0.533 0.454 1 0 STK17A
ITGB2 0.00424482241942983 1.07847226148986 0.75 0.676 1 0 ITGB2
PHAX 0.00792223803086147 0.303381985472143 0.298 0.366 1 0 PHAX
SENP7 0.00841195069789947 1.05908744953967 0.367 0.295 1 0 SENP7
GIMAP1 2.12682189179718e-11 0.619194904469135 0.749 0.552 5.33406930462734e-08 1 GIMAP1
CXCR3 2.41883303071546e-09 2.31392297696134 0.638 0.443 6.06643324103437e-06 1 CXCR3
C1orf162 1.90405705976509e-08 1.80727396517968 0.368 0.221 4.77537510589085e-05 1 C1orf162
APOL3 2.49340887775191e-08 0.883402201346805 0.422 0.266 6.2534694654018e-05 1 APOL3
PIK3IP11 5.74145483876562e-08 0.447500773611141 0.662 0.497 0.000143995687356242 1 PIK3IP1
TMIGD2 7.20255534312135e-08 2.05195836695409 0.515 0.341 0.000180640088005483 1 TMIGD2
STK17A1 8.19631835090353e-07 0.270977396660399 0.602 0.44 0.00205563664240661 1 STK17A
NUDT14 3.29737453099582e-06 0.702918328363581 0.317 0.196 0.00826981532373752 1 NUDT14
FAM43A 3.92039692899687e-06 2.40281188886341 0.524 0.39 0.00983235549792416 1 FAM43A
GIMAP2 0.000101510382523844 0.577106138384921 0.506 0.383 0.2545880393698 1 GIMAP2
LSP11 0.000193842110197095 1.65114307553168 0.919 0.824 0.486156012374315 1 LSP1
MALAT1 0.000281559332629763 34.9856337211726 0.994 1 0.706150806235444 1 MALAT1
ZBTB7A 0.000502645657085575 0.436013613613103 0.617 0.7 1 1 ZBTB7A
C16orf54 0.00058349776896015 1.09755170936976 0.527 0.425 1 1 C16orf54
ATP5IF1 0.00101878485819636 0.843067475967427 0.488 0.395 1 1 ATP5IF1
CD81 0.00165322009097393 2.28640273031471 0.823 0.786 1 1 CD81
LCK 0.00167762477270217 0.556230575044829 0.701 0.593 1 1 LCK
TGFB1 0.00360575118022917 1.56147058660206 0.862 0.81 1 1 TGFB1
ZC3HAV1 0.00439911616273631 3.26796657669716 0.422 0.503 1 1 ZC3HAV1
JUN 0.00502089640382471 4.65996390943319 0.683 0.63 1 1 JUN
MYL12A 0.0052365928646799 5.56678556794811 0.931 0.897 1 1 MYL12A
N4BP3 0.00752045134587417 0.357354646870304 0.266 0.2 1 1 N4BP3
TNFRSF9 7.69500968346584e-209 32.0970674609417 0.912 0.08 1.92990842861323e-205 2 TNFRSF9
CRTAM 4.14393869178104e-172 81.588599868542 0.836 0.09 1.03929982389869e-168 2 CRTAM
TRAF1 5.04399860540614e-155 12.4471469229649 0.805 0.097 1.26503485023586e-151 2 TRAF1
PIM3 1.40271100429927e-127 24.5042831857489 0.84 0.187 3.51799919878258e-124 2 PIM3
RGS16 5.4208014693004e-126 31.0933963448644 0.752 0.118 1.35953700850054e-122 2 RGS16
MIR155HG 1.38950484086728e-122 27.1682372290401 0.611 0.053 3.48487814089514e-119 2 MIR155HG
PKM 2.16485093797036e-121 18.1068217865379 0.943 0.381 5.42944615242965e-118 2 PKM
KDM6B 3.71747572195251e-104 9.18120416334258 0.87 0.253 9.32342911065689e-101 2 KDM6B
ADGRE5 4.61312282371951e-102 7.15924080605871 0.958 0.511 1.15697120418885e-98 2 ADGRE5
DUSP5 2.02768205651462e-101 16.0872930403307 0.557 0.057 5.08542659773867e-98 2 DUSP5
PHLDA1 3.32348778581376e-98 6.35527882319359 0.573 0.065 8.33530736682091e-95 2 PHLDA1
NFKB1 5.37027275601681e-97 14.3504057042577 0.947 0.518 1.34686440720902e-93 2 NFKB1
IL2RA 5.68780073014628e-93 4.22695413708239 0.416 0.021 1.42650042312069e-89 2 IL2RA
TNFRSF18 6.98433793374698e-90 16.4486091406589 0.863 0.35 1.75167195378374e-86 2 TNFRSF18
MFSD2A 1.0991293360309e-89 4.83699421130488 0.355 0.009 2.75661637476549e-86 2 MFSD2A
NAB2 3.9384065532472e-88 4.29489587869923 0.511 0.056 9.87752363554398e-85 2 NAB2
BCL2L1 7.45439049587197e-88 5.83551006757701 0.611 0.108 1.86956113636469e-84 2 BCL2L1
DUSP2 9.1942795276376e-87 36.8622452668289 0.855 0.319 2.30592530553151e-83 2 DUSP2
PARK7 1.02807364724895e-84 13.1118263679727 0.954 0.687 2.57840870730035e-81 2 PARK7
TNFRSF1B 2.29622220754703e-84 11.0800384871976 0.878 0.421 5.75892529652795e-81 2 TNFRSF1B
BACH2 1.45056585022828e-82 4.43509405138172 0.729 0.191 3.63801915237251e-79 2 BACH2
ADO 6.78310300697385e-81 5.19335419030303 0.634 0.122 1.70120223414904e-77 2 ADO
IRF4 1.83301135093279e-78 12.5322637663107 0.42 0.035 4.59719246813943e-75 2 IRF4
NINJ1 1.94459068146089e-78 29.4371133955276 0.779 0.251 4.87703342910391e-75 2 NINJ1
BCL2A1 2.07933013850717e-78 4.8241474897258 0.447 0.047 5.21495998737598e-75 2 BCL2A1
GADD45B 2.31412715063156e-78 20.5491467094666 0.908 0.552 5.80383089378395e-75 2 GADD45B
DDX21 7.21800679407071e-76 17.7291648048293 0.802 0.302 1.81027610395293e-72 2 DDX21
MYC 1.23155189464735e-74 7.62466551628248 0.424 0.043 3.08873215177555e-71 2 MYC
CD82 1.56703063351957e-73 16.6249394151098 0.756 0.262 3.93011282886709e-70 2 CD82
ATP1B3 5.24349966973626e-73 6.29839923641757 0.771 0.267 1.31506971716985e-69 2 ATP1B3
JUND 8.77541895367879e-73 5.40882376137601 0.893 0.47 2.20087507358264e-69 2 JUND
SDC4 1.15723018284537e-72 14.2203183917593 0.286 0.006 2.90233329857618e-69 2 SDC4
SMS 1.15101729996e-71 8.98609187368224 0.634 0.165 2.88675138829967e-68 2 SMS
CD83 1.59775762499727e-71 51.2785855256029 0.542 0.1 4.00717612349315e-68 2 CD83
SEC61B 3.38700343642997e-70 22.1963153492884 0.935 0.629 8.49460461856637e-67 2 SEC61B
EIF4A1 3.77921116353869e-70 11.0385762583161 0.939 0.717 9.47826159815504e-67 2 EIF4A1
KLF10 6.13714682811356e-70 3.97544226766863 0.622 0.143 1.53919642449088e-66 2 KLF10
VSIR 7.95562776434547e-70 8.44991051291914 0.656 0.178 1.99527144329784e-66 2 VSIR
STAT5A 1.50326806157255e-68 7.30786636919205 0.599 0.141 3.77019629842395e-65 2 STAT5A
RHOG 2.74193535696009e-68 6.32185951258177 0.847 0.403 6.8767738752559e-65 2 RHOG
HSPA5 3.58314586116294e-66 128.624013281232 0.893 0.569 8.98652981979665e-63 2 HSPA5
DOT1L 1.05658438744832e-65 3.88622587891803 0.473 0.073 2.64991364372039e-62 2 DOT1L
TNFRSF4 3.94645220100324e-65 13.72234348438 0.519 0.102 9.89770212011612e-62 2 TNFRSF4
SLAMF7 9.16555204482175e-65 9.7140924147171 0.824 0.366 2.2987204528413e-61 2 SLAMF7
STX11 1.27421874627447e-64 3.50806720167526 0.542 0.105 3.19574061565637e-61 2 STX11
RNF19A 6.45190312107458e-63 17.6795082193907 0.851 0.406 1.6181373027655e-59 2 RNF19A
IGF2R 1.4716726044714e-62 8.63006157661918 0.74 0.263 3.69095489201427e-59 2 IGF2R
MSN 1.02954116150903e-61 4.04811993051842 0.977 0.806 2.58208923306465e-58 2 MSN
NFKBIA 1.89233500302971e-61 22.2815382475156 0.893 0.562 4.74597618759851e-58 2 NFKBIA
EIF5A 3.8519620420768e-61 14.2020087053413 0.927 0.642 9.66072080152863e-58 2 EIF5A
IL21R 1.06255254253534e-60 4.93319374241933 0.534 0.118 2.66488177667863e-57 2 IL21R
BZW1 1.6591938128105e-60 9.62660146871071 0.897 0.552 4.16125808252873e-57 2 BZW1
MAP2K3 5.27095193171852e-60 4.83564841807682 0.748 0.295 1.321954744475e-56 2 MAP2K3
MRTO4 5.202345864797e-59 4.91734382553631 0.424 0.064 1.30474834289109e-55 2 MRTO4
GPATCH4 1.04598062999855e-58 5.27017613623407 0.504 0.102 2.62331942003636e-55 2 GPATCH4
BCL2 1.59986033274249e-58 1.41608768658442 0.401 0.053 4.01244971451817e-55 2 BCL2
NME1 3.22178243646018e-57 10.8622145202302 0.389 0.056 8.08023035064212e-54 2 NME1
CHD4 3.90090097877139e-57 6.23461207091867 0.893 0.542 9.78345965475865e-54 2 CHD4
HAVCR2 1.03303706223957e-56 7.8894915545821 0.557 0.142 2.59085695209684e-53 2 HAVCR2
SLC7A1 1.13488443084347e-56 3.78901703467522 0.344 0.036 2.84629015255542e-53 2 SLC7A1
YBX1 2.31612612322569e-56 5.12188672340326 0.962 0.8 5.80884431705003e-53 2 YBX1
FEZ1 2.77281020372654e-56 2.51924061861363 0.676 0.243 6.95420799094616e-53 2 FEZ1
CYTOR 1.30848911589348e-55 4.68075306715276 0.477 0.095 3.28169070266085e-52 2 CYTOR
NCS1 5.36178388876812e-55 4.2628796267992 0.34 0.037 1.34473539930305e-51 2 NCS1
NCL 6.70292839297563e-55 32.4073308517189 0.962 0.887 1.68109444095829e-51 2 NCL
LIM2 1.35100863532007e-54 6.17553689658096 0.458 0.088 3.38832965738273e-51 2 LIM2
YARS 2.08136329639838e-54 5.07096072170363 0.733 0.312 5.22005914736715e-51 2 YARS
ANP32A 3.87829025304715e-54 8.12352901967211 0.851 0.528 9.72675195464225e-51 2 ANP32A
SLC43A3 5.31854744344017e-54 6.71965974597604 0.321 0.033 1.3338916988148e-50 2 SLC43A3
ABHD2 1.34569897995146e-52 9.37751077029927 0.679 0.261 3.37501304171826e-49 2 ABHD2
HMGA1 6.22534613613041e-52 6.12233932402606 0.706 0.291 1.56131681094151e-48 2 HMGA1
SERTAD1 7.70895789006719e-52 2.82333576138153 0.618 0.192 1.93340663882885e-48 2 SERTAD1
GPX4 7.8474773263096e-51 3.84805488053215 0.782 0.364 1.96814731343845e-47 2 GPX4
NACC1 1.02669955584372e-50 3.9256537858756 0.508 0.126 2.57496248605605e-47 2 NACC1
VIM 2.09084356487866e-50 0.797677556787846 0.947 0.742 5.24383566071567e-47 2 VIM
RELB 4.62028942616457e-50 2.69006014492167 0.702 0.262 1.15876858808207e-46 2 RELB
SERPINB9 5.50836843893105e-50 19.5461346936948 0.656 0.251 1.38149880448391e-46 2 SERPINB9
PLAU 9.42581586968527e-50 13.9488932717543 0.332 0.044 2.36399462011707e-46 2 PLAU
GRASP 7.54396354822015e-49 8.40531129864991 0.317 0.038 1.89202605789361e-45 2 GRASP
HOPX 1.46879720623078e-48 16.3214479916063 0.954 0.811 3.6837433932268e-45 2 HOPX
MDFIC 3.07246687162132e-48 6.81981636820519 0.504 0.136 7.70574691402628e-45 2 MDFIC
ICAM1 5.34179781240966e-48 7.56047463036147 0.359 0.057 1.33972289135234e-44 2 ICAM1
IL2RG 5.47924036225796e-48 3.07087078126122 0.969 0.842 1.3741934828543e-44 2 IL2RG
RAN 9.39871117952409e-48 11.6653515141464 0.905 0.637 2.35719676382464e-44 2 RAN
BIRC3 1.72719819775019e-47 39.7639361648475 0.615 0.214 4.33181307995747e-44 2 BIRC3
HSPA9 2.07861238569877e-47 4.5181203166739 0.615 0.198 5.21315986333252e-44 2 HSPA9
SRGN 4.7441613522153e-47 71.4896678558011 0.981 0.97 1.1898356671356e-43 2 SRGN
POLR2K 4.61402551160195e-46 7.98998388461585 0.744 0.384 1.15719759830977e-42 2 POLR2K
BTG3 1.43077409454419e-45 3.68749661119253 0.496 0.129 3.58838142911683e-42 2 BTG3
CYCS 1.51186281873415e-45 6.41769385966058 0.798 0.453 3.79175194938525e-42 2 CYCS
APOBEC3G 1.71343066907176e-44 31.0938870213438 0.977 0.919 4.29728411803196e-41 2 APOBEC3G
RAMP1 2.28598619081489e-44 7.51266866714113 0.481 0.129 5.73325336656375e-41 2 RAMP1
NOP14 3.19581935587119e-44 4.25801064412508 0.454 0.111 8.01511494452495e-41 2 NOP14
RSL1D1 3.99613053013433e-44 5.00063161554318 0.74 0.359 1.00222953695769e-40 2 RSL1D1
IER3 1.04155755618448e-43 46.8313737530778 0.462 0.116 2.61222635091067e-40 2 IER3
RRS1 2.6278001520759e-43 4.84717230164522 0.34 0.057 6.59052278140636e-40 2 RRS1
FABP5 6.99777680478669e-43 22.9644026172459 0.305 0.044 1.7550424226405e-39 2 FABP5
ENO1 1.6926622645951e-42 11.4681327375968 0.863 0.615 4.24519695960451e-39 2 ENO1
PRDX1 1.82268628912521e-42 0.985014386800316 0.656 0.273 4.57129721312603e-39 2 PRDX1
ABCE1 9.04278082843214e-42 4.98696145009229 0.599 0.216 2.26792943177078e-38 2 ABCE1
NDFIP2 1.2835594738335e-41 3.78066444709717 0.359 0.068 3.21916716037441e-38 2 NDFIP2
C1QBP 2.20275386191277e-41 3.87747324428534 0.634 0.255 5.52450668567722e-38 2 C1QBP
EIF5B 2.92068956363043e-41 7.09590323071215 0.798 0.449 7.32508942558511e-38 2 EIF5B
DCTPP1 3.4930075740112e-41 4.10396390741518 0.412 0.097 8.7604629956201e-38 2 DCTPP1
H3F3B 3.52601918933212e-40 28.6900501191021 0.992 0.981 8.84325612684496e-37 2 H3F3B
ILF2 6.33423864884179e-40 3.68790147311015 0.721 0.357 1.58862705312952e-36 2 ILF2
STARD4 7.84180567425234e-40 1.09986673713786 0.481 0.14 1.96672486310249e-36 2 STARD4
NFKB2 3.42418105302882e-39 2.64109864592473 0.519 0.161 8.58784608099627e-36 2 NFKB2
HNRNPC 4.19122390150796e-39 4.77250501764708 0.824 0.506 1.0511589544982e-35 2 HNRNPC
RRP15 4.27790531670975e-39 3.14947126947367 0.408 0.098 1.0728986534308e-35 2 RRP15
NOP58 6.73057052458157e-39 4.52958136953485 0.58 0.225 1.68802708756506e-35 2 NOP58
USP12 9.85459168802216e-39 3.18442876424518 0.504 0.162 2.47153159535596e-35 2 USP12
EIF3I 1.08910298335106e-38 3.88912393217078 0.721 0.363 2.73147028224446e-35 2 EIF3I
MAT2A 2.28244558486819e-38 4.82217323343626 0.584 0.225 5.72437352684941e-35 2 MAT2A
NHP2 3.88823116776384e-38 5.60417255674632 0.565 0.216 9.75168376875171e-35 2 NHP2
WDR43 8.79678538818709e-38 7.12748207919596 0.477 0.148 2.20623377535732e-34 2 WDR43
CCT6A 1.67412831648564e-37 4.83817862975711 0.763 0.446 4.19871381774598e-34 2 CCT6A
IPO5 6.09080495453383e-37 3.37008022614416 0.462 0.136 1.52757388259708e-33 2 IPO5
SYNCRIP 7.0811185209412e-37 3.61399146030269 0.679 0.327 1.77594452505205e-33 2 SYNCRIP
CD53 9.7381861716347e-37 6.23760956482502 0.912 0.645 2.44233709184598e-33 2 CD53
FAM3C 1.70335783920696e-36 3.13865836442684 0.443 0.122 4.27202146073105e-33 2 FAM3C
DUSP10 1.79167155383326e-36 5.80233020401668 0.561 0.209 4.49351225701381e-33 2 DUSP10
SEC61G 6.09480182274685e-36 13.2050134326808 0.779 0.51 1.52857629714491e-32 2 SEC61G
CHMP4B 6.75918923844532e-36 6.22657875164701 0.672 0.324 1.69520466100209e-32 2 CHMP4B
ZNF593 8.48081790925437e-36 4.31318385945635 0.378 0.09 2.126989131641e-32 2 ZNF593
NXT1 9.24216971373128e-36 2.72779665369217 0.5 0.164 2.3179361642038e-32 2 NXT1
